school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,M,18.0,U,LE3,A,4,0,other,teacher,other,mother,4,1,0,no,no,yes,no,yes,no,yes,no,3,4,1,2,2,1,45,17,14,10.0
MS,F,19.0,U,GT3,A,2,0,health,health,home,father,2,1,0,yes,no,yes,yes,no,no,no,no,2,2,1,1,1,2,71,9,0,2.0
MS,M,22.0,R,LE3,A,1,0,health,health,other,mother,3,2,3,yes,no,yes,no,yes,no,no,yes,1,4,1,2,5,4,48,4,9,5.0
MS,F,20.0,U,GT3,A,4,2,at_home,other,home,other,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,1,3,1,2,1,4,51,11,13,9.0
MS,F,19.0,U,LE3,A,1,2,teacher,teacher,home,mother,1,2,0,no,yes,yes,yes,yes,yes,no,no,1,2,3,5,4,1,86,8,8,11.0
MS,M,17.0,R,LE3,A,1,3,at_home,health,course,mother,3,2,0,yes,yes,no,no,yes,no,no,no,2,5,5,4,1,5,4,4,8,0.0
GP,F,20.0,U,GT3,T,1,0,teacher,services,other,mother,1,4,0,yes,yes,yes,no,yes,yes,yes,no,5,5,3,1,3,3,70,8,15,13.0
MS,M,19.0,R,LE3,T,0,1,teacher,health,reputation,other,1,1,1,yes,no,yes,yes,no,no,no,no,2,3,4,3,2,1,59,12,17,9.0
GP,F,19.0,R,LE3,A,0,4,at_home,other,course,other,4,2,0,yes,no,no,yes,no,no,no,no,1,5,5,3,5,4,55,11,20,19.0
GP,M,20.0,R,GT3,T,2,2,services,health,other,other,3,1,0,no,no,yes,no,yes,yes,yes,no,4,5,2,5,4,2,79,9,2,16.0
MS,F,19.0,R,GT3,T,3,3,teacher,health,reputation,other,2,2,2,no,yes,yes,yes,no,yes,yes,no,1,5,1,5,2,5,38,7,4,5.0
MS,M,22.0,U,GT3,A,0,0,teacher,teacher,other,mother,4,3,2,no,yes,yes,no,no,no,no,no,1,4,4,1,2,1,8,16,19,16.0
GP,F,21.0,R,GT3,T,0,4,at_home,health,home,other,2,2,3,no,no,yes,no,no,no,yes,no,5,4,1,4,4,2,33,18,16,1.0
MS,F,22.0,R,LE3,A,1,4,other,at_home,reputation,other,2,2,1,no,yes,no,yes,yes,no,yes,no,3,2,5,4,3,5,23,16,6,15.0
MS,F,18.0,U,GT3,A,4,3,services,teacher,reputation,father,4,3,0,no,yes,no,yes,yes,no,no,yes,4,2,3,3,2,4,57,11,11,12.0
GP,M,15.0,R,LE3,T,4,3,teacher,health,other,other,2,2,3,yes,yes,yes,no,no,no,no,no,2,3,5,2,2,2,41,6,5,18.0
MS,M,18.0,R,LE3,T,3,2,other,teacher,course,mother,2,2,1,yes,yes,yes,no,no,no,no,no,4,2,2,4,1,4,46,8,19,16.0
MS,M,19.0,U,GT3,T,0,1,other,at_home,home,father,2,1,1,no,no,yes,no,no,no,no,no,4,1,2,3,4,2,65,12,20,17.0
GP,M,22.0,R,GT3,T,4,1,other,other,home,father,1,1,0,no,yes,no,yes,no,yes,yes,no,3,5,4,4,4,1,60,9,3,10.0
MS,F,20.0,R,GT3,T,0,1,other,teacher,reputation,other,2,3,2,no,no,no,no,yes,yes,yes,yes,4,1,2,5,5,4,48,13,11,17.0
MS,M,19.0,R,GT3,A,1,1,at_home,teacher,other,father,4,2,0,yes,yes,no,yes,no,yes,yes,no,2,2,1,1,3,2,61,11,1,2.0
GP,M,15.0,R,LE3,T,2,4,health,other,home,mother,4,1,3,yes,yes,yes,no,no,yes,no,yes,1,5,3,3,2,3,39,5,10,5.0
GP,M,15.0,R,GT3,A,1,1,teacher,teacher,home,father,4,1,3,yes,no,yes,no,yes,no,no,no,1,5,3,3,2,2,61,15,20,8.0
MS,F,22.0,U,GT3,A,0,3,teacher,teacher,other,mother,4,1,3,no,yes,no,yes,no,no,no,yes,1,2,2,3,1,4,26,0,0,16.0
MS,M,18.0,R,GT3,T,4,0,other,other,home,other,2,3,0,yes,no,no,yes,yes,no,yes,yes,4,5,2,2,4,3,79,17,8,3.0
GP,M,15.0,R,GT3,T,2,3,teacher,health,course,mother,2,4,1,yes,yes,yes,yes,yes,no,no,yes,5,2,5,3,2,4,23,2,18,9.0
GP,M,18.0,U,GT3,A,4,0,services,at_home,other,father,1,3,2,yes,yes,yes,no,no,no,yes,yes,5,4,4,2,1,2,75,9,1,8.0
GP,F,20.0,R,GT3,T,4,1,other,at_home,course,other,2,1,1,no,yes,no,yes,no,no,no,yes,5,5,2,1,4,5,93,0,14,10.0
GP,F,16.0,R,GT3,T,1,4,health,services,reputation,mother,2,1,2,no,no,no,yes,yes,no,yes,yes,1,4,5,5,1,3,55,20,17,16.0
MS,M,16.0,U,GT3,A,4,0,other,teacher,course,other,3,1,3,no,yes,yes,yes,yes,yes,yes,no,2,5,4,3,2,5,72,6,19,7.0
MS,M,18.0,U,LE3,T,2,3,teacher,services,reputation,father,4,1,0,no,no,yes,no,no,no,no,no,1,5,4,4,3,1,47,17,12,19.0
GP,F,22.0,U,GT3,A,2,0,other,teacher,reputation,father,1,4,1,no,yes,yes,yes,no,no,no,no,4,2,4,5,3,2,22,2,7,7.0
MS,F,20.0,R,GT3,A,3,3,at_home,teacher,reputation,mother,1,4,1,no,no,yes,no,no,no,no,yes,2,4,4,5,2,4,7,3,15,2.0
GP,M,17.0,R,LE3,T,4,4,health,teacher,other,other,3,1,0,no,yes,yes,no,yes,yes,yes,yes,3,5,5,1,4,4,12,12,16,3.0
MS,M,20.0,U,GT3,T,3,3,other,teacher,home,mother,4,1,1,yes,yes,no,no,no,no,no,no,2,3,1,4,4,2,70,13,7,9.0
GP,M,19.0,U,LE3,A,3,4,health,teacher,course,other,2,1,1,yes,no,no,yes,yes,no,yes,yes,4,4,2,3,1,4,13,20,18,19.0
GP,F,18.0,R,LE3,T,0,2,teacher,services,home,other,3,4,1,no,yes,yes,no,no,yes,yes,yes,5,3,3,3,1,3,43,12,9,11.0
MS,F,19.0,R,GT3,A,3,3,health,teacher,other,other,4,1,0,yes,no,no,yes,yes,yes,no,yes,5,2,4,5,4,1,32,0,19,9.0
GP,F,22.0,R,GT3,A,0,2,other,teacher,home,other,1,3,0,yes,yes,no,yes,yes,no,yes,yes,5,4,5,4,1,3,75,2,0,7.0
GP,M,16.0,U,GT3,A,0,3,services,services,other,father,1,4,3,no,yes,yes,yes,no,no,yes,yes,2,4,3,1,5,4,31,11,12,17.0
GP,M,18.0,R,LE3,A,1,2,other,at_home,course,father,2,3,1,no,no,no,yes,no,yes,yes,yes,1,3,3,2,2,5,23,6,4,2.0
MS,F,22.0,U,LE3,A,2,3,teacher,at_home,other,mother,3,4,3,yes,no,no,yes,no,yes,no,yes,2,1,1,4,1,4,15,14,13,5.0
MS,M,15.0,U,GT3,A,4,1,teacher,teacher,course,other,1,4,1,no,yes,no,no,no,yes,yes,yes,2,2,5,1,3,2,39,5,18,19.0
GP,M,15.0,U,GT3,A,0,3,at_home,health,course,father,2,2,2,yes,no,yes,yes,no,no,no,yes,2,4,2,4,5,4,6,10,4,12.0
MS,F,19.0,U,LE3,T,0,0,at_home,services,home,other,4,1,0,yes,yes,no,no,no,yes,no,no,4,2,2,4,4,3,88,13,16,19.0
MS,F,20.0,R,GT3,T,1,1,at_home,teacher,home,mother,3,2,2,yes,no,yes,no,yes,no,no,yes,2,1,2,5,4,2,42,2,14,4.0
GP,M,20.0,R,GT3,T,3,0,teacher,other,course,father,3,3,2,no,yes,yes,no,no,no,yes,yes,1,5,2,5,3,1,86,4,7,4.0
MS,M,22.0,R,GT3,T,3,2,other,teacher,other,other,2,1,0,no,no,no,yes,yes,no,no,no,2,5,5,4,5,3,55,20,8,3.0
GP,F,17.0,R,LE3,T,4,1,other,teacher,other,other,1,3,3,yes,yes,yes,yes,no,yes,no,no,3,5,1,3,3,3,35,16,1,6.0
MS,M,19.0,U,LE3,A,3,2,teacher,services,course,father,2,4,1,no,yes,no,yes,no,yes,no,no,1,2,2,2,5,2,31,4,18,0.0
GP,F,20.0,U,GT3,A,3,2,teacher,teacher,other,other,2,2,1,no,no,yes,yes,no,yes,no,yes,2,2,2,2,5,1,9,1,6,16.0
GP,F,18.0,U,GT3,A,4,2,health,other,other,father,3,3,2,yes,no,yes,no,no,no,yes,no,5,3,3,3,2,2,8,10,12,18.0
GP,M,20.0,R,LE3,T,3,0,teacher,services,home,mother,4,1,3,yes,no,no,no,no,no,no,no,1,1,2,1,5,2,16,15,8,20.0
MS,M,18.0,U,GT3,A,1,2,teacher,health,other,mother,2,2,1,yes,yes,yes,no,yes,no,yes,yes,1,1,4,2,3,3,45,8,10,14.0
MS,F,20.0,U,GT3,T,3,0,health,teacher,reputation,father,2,2,0,yes,yes,yes,no,yes,yes,no,no,5,1,2,5,2,2,86,7,19,17.0
MS,F,20.0,R,LE3,A,3,1,health,services,home,other,4,2,1,no,no,yes,yes,yes,yes,no,no,3,5,4,4,3,5,17,16,16,16.0
MS,M,22.0,R,GT3,A,3,1,at_home,other,other,other,1,2,3,no,yes,no,no,no,yes,yes,no,3,4,3,2,1,2,50,19,7,13.0
MS,M,19.0,R,GT3,A,1,2,health,health,other,other,2,2,2,yes,no,no,no,no,no,yes,yes,5,4,4,3,2,5,19,10,4,14.0
MS,F,20.0,U,GT3,A,0,4,other,health,other,father,4,2,2,yes,no,yes,yes,no,no,yes,yes,1,3,1,3,1,4,5,15,8,7.0
MS,M,19.0,U,GT3,T,4,3,teacher,health,course,father,4,4,1,yes,yes,yes,no,yes,yes,no,no,2,3,1,1,5,1,46,15,4,1.0
MS,F,21.0,R,GT3,T,3,2,services,teacher,reputation,other,3,3,1,yes,yes,yes,yes,yes,yes,no,yes,3,1,2,2,1,3,11,0,16,16.0
GP,F,22.0,U,GT3,A,1,2,health,other,home,other,2,2,3,yes,yes,no,no,yes,no,yes,no,4,5,1,2,1,4,19,16,1,1.0
GP,M,19.0,U,GT3,T,1,3,services,health,other,father,1,2,2,no,yes,no,no,no,yes,no,yes,1,5,4,5,5,5,65,1,8,9.0
GP,F,19.0,U,GT3,A,4,1,services,teacher,home,mother,1,3,2,yes,no,yes,yes,no,yes,yes,no,2,3,4,2,4,3,4,15,20,8.0
MS,M,15.0,R,GT3,A,3,3,health,at_home,course,mother,1,4,3,yes,no,yes,yes,yes,yes,no,no,5,1,5,5,5,1,72,7,12,0.0
GP,M,20.0,R,LE3,T,4,3,health,health,course,mother,4,2,3,yes,no,yes,yes,yes,no,yes,yes,5,5,5,3,4,1,13,17,1,12.0
GP,M,20.0,R,GT3,A,0,3,health,other,home,other,3,4,2,no,yes,yes,no,yes,yes,yes,yes,5,4,4,3,3,1,56,15,8,5.0
GP,F,16.0,R,LE3,A,2,1,other,teacher,home,father,3,1,3,yes,no,no,yes,no,no,yes,yes,4,2,1,1,5,3,81,20,6,3.0
GP,M,15.0,U,GT3,A,1,3,services,other,course,other,2,4,0,no,yes,no,yes,yes,no,no,yes,2,4,2,5,3,4,41,12,15,2.0
GP,M,18.0,U,LE3,T,0,2,other,services,reputation,other,2,3,1,no,yes,yes,yes,no,yes,yes,no,3,3,2,1,5,1,88,5,15,16.0
GP,M,19.0,R,GT3,T,4,1,other,at_home,other,mother,3,1,3,no,no,yes,no,yes,no,yes,no,2,5,2,2,5,5,52,6,2,6.0
GP,F,18.0,R,LE3,A,2,1,services,health,reputation,mother,2,4,2,yes,yes,yes,no,no,no,yes,yes,3,4,3,3,1,1,33,2,9,19.0
MS,F,16.0,R,LE3,A,4,2,other,other,home,other,3,2,1,no,yes,no,yes,no,yes,no,yes,1,3,1,2,4,5,46,12,9,9.0
GP,F,18.0,U,LE3,T,1,1,at_home,health,reputation,father,4,3,0,no,yes,no,yes,yes,yes,yes,no,2,5,4,1,5,4,82,0,8,10.0
MS,M,22.0,R,LE3,A,0,4,health,other,reputation,mother,1,3,1,no,no,no,no,yes,no,no,yes,4,3,3,2,3,5,12,0,20,4.0
MS,F,21.0,R,LE3,T,4,4,teacher,health,reputation,other,4,1,2,no,no,yes,no,yes,yes,no,yes,3,1,5,1,4,2,12,16,20,19.0
MS,M,21.0,R,GT3,T,0,0,other,at_home,other,father,4,4,3,yes,no,yes,no,no,no,no,no,4,5,1,4,2,3,56,6,17,6.0
MS,M,19.0,U,GT3,T,2,1,other,at_home,other,father,2,2,3,no,yes,yes,no,yes,no,yes,yes,3,4,1,2,1,1,53,2,6,10.0
GP,M,17.0,R,GT3,A,1,3,services,teacher,home,mother,2,4,2,no,yes,yes,no,yes,no,no,yes,4,4,5,1,4,3,45,1,16,7.0
MS,F,18.0,R,LE3,A,3,3,teacher,services,other,father,3,3,3,no,no,yes,yes,yes,yes,yes,yes,1,2,5,2,3,4,5,6,19,17.0
MS,F,20.0,R,GT3,T,0,2,at_home,other,other,mother,1,4,3,yes,yes,no,no,no,yes,no,yes,2,2,4,1,1,1,87,5,13,16.0
MS,M,18.0,U,GT3,A,1,2,services,services,home,father,4,2,2,no,yes,no,yes,no,yes,no,yes,5,3,4,2,4,3,61,5,16,2.0
GP,F,16.0,R,GT3,T,2,2,health,other,reputation,father,3,2,3,no,no,no,no,no,yes,no,yes,4,3,3,1,1,3,61,13,19,8.0
MS,M,15.0,R,LE3,T,3,0,health,at_home,home,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,2,4,3,2,3,48,16,14,0.0
GP,F,21.0,U,GT3,T,2,3,services,other,reputation,mother,4,4,1,yes,no,no,yes,yes,no,yes,no,1,4,4,5,3,1,93,11,9,4.0
GP,F,15.0,R,GT3,A,1,4,health,services,home,other,4,1,0,yes,yes,yes,yes,yes,yes,no,yes,2,3,4,3,3,2,29,0,12,13.0
MS,M,15.0,U,GT3,T,4,4,services,other,course,father,1,1,1,yes,no,yes,yes,yes,no,no,no,1,1,1,4,3,3,26,4,13,20.0
GP,F,15.0,U,LE3,A,2,2,services,services,other,father,4,2,2,yes,yes,yes,no,yes,no,no,yes,1,3,5,1,5,5,40,13,8,16.0
MS,F,15.0,R,LE3,T,1,2,health,teacher,reputation,father,2,4,3,no,no,yes,no,no,no,yes,no,1,4,4,1,3,1,3,8,3,5.0
GP,F,22.0,R,GT3,T,3,3,other,at_home,home,mother,1,1,3,yes,no,yes,no,yes,yes,yes,no,4,3,2,3,3,4,50,17,12,6.0
GP,F,17.0,R,LE3,T,2,1,teacher,health,other,other,4,1,3,yes,yes,yes,yes,yes,no,yes,no,2,2,2,2,2,2,34,17,11,6.0
GP,F,16.0,U,GT3,A,3,3,other,at_home,reputation,other,2,4,1,yes,no,yes,yes,yes,no,no,no,3,3,5,5,2,1,60,16,20,11.0
MS,F,18.0,R,GT3,A,4,0,health,other,home,other,1,3,1,yes,yes,yes,no,yes,no,yes,no,3,5,1,4,5,5,3,12,16,19.0
GP,M,15.0,R,LE3,A,4,3,teacher,other,home,father,2,2,2,yes,no,yes,no,no,yes,yes,yes,3,3,2,5,5,2,89,12,2,16.0
MS,F,19.0,R,LE3,A,2,1,services,health,home,father,2,1,1,no,yes,yes,no,yes,no,no,yes,2,2,5,3,2,5,56,10,18,0.0
GP,M,20.0,R,LE3,A,2,3,teacher,services,home,father,1,3,2,yes,no,no,yes,no,yes,no,yes,2,4,1,1,3,3,77,14,17,20.0
GP,F,18.0,U,GT3,T,2,0,at_home,health,course,other,4,1,0,yes,yes,no,no,no,no,yes,no,1,3,5,5,2,5,50,5,19,1.0
MS,F,19.0,U,GT3,A,3,2,at_home,health,home,other,4,3,1,no,yes,yes,no,no,no,no,no,4,2,4,3,3,3,20,8,8,16.0
GP,M,15.0,U,GT3,A,1,1,health,teacher,other,father,2,2,1,yes,no,yes,yes,no,no,no,no,1,1,5,1,1,4,7,16,11,20.0
GP,F,18.0,R,LE3,A,1,2,other,services,reputation,mother,2,4,2,yes,yes,yes,yes,no,yes,yes,no,2,2,4,5,1,2,82,13,4,16.0
GP,M,18.0,U,LE3,A,2,3,services,health,other,father,4,4,0,no,yes,no,yes,no,no,no,yes,3,4,2,4,1,5,49,16,10,9.0
MS,M,18.0,U,GT3,A,3,3,at_home,at_home,other,father,3,3,3,no,yes,yes,yes,yes,no,yes,yes,5,4,5,3,2,3,33,7,15,11.0
GP,M,19.0,R,GT3,A,2,2,other,teacher,course,other,2,4,0,yes,no,no,yes,no,yes,no,yes,5,5,4,3,1,1,12,9,11,17.0
MS,F,17.0,U,GT3,A,0,0,services,other,home,father,3,3,1,no,yes,yes,no,no,yes,yes,no,1,3,4,5,4,2,46,10,5,16.0
GP,F,22.0,U,LE3,T,2,4,teacher,at_home,home,mother,4,2,1,no,yes,yes,no,yes,yes,yes,no,2,1,4,5,4,3,42,13,16,7.0
GP,F,18.0,R,LE3,T,0,4,at_home,health,other,father,1,3,2,no,no,no,no,no,yes,no,yes,5,2,1,2,2,1,75,13,20,18.0
MS,F,17.0,U,LE3,T,2,2,teacher,health,home,other,3,2,1,no,no,yes,yes,yes,no,no,no,5,3,2,1,3,4,76,10,16,17.0
GP,F,20.0,U,LE3,T,2,0,at_home,services,home,other,3,4,1,no,yes,no,yes,no,yes,yes,yes,2,5,5,5,4,2,18,16,10,19.0
GP,F,15.0,U,GT3,T,1,0,at_home,health,course,mother,2,3,3,yes,no,yes,yes,no,yes,no,yes,5,1,3,2,4,5,5,17,10,1.0
GP,M,22.0,R,GT3,A,1,1,other,at_home,home,mother,1,1,3,no,yes,yes,no,no,no,no,no,4,5,4,2,5,4,79,14,4,17.0
GP,F,21.0,R,LE3,T,0,4,other,at_home,reputation,mother,4,4,1,no,no,yes,no,no,no,yes,yes,1,1,2,3,4,2,44,1,1,5.0
MS,F,15.0,R,LE3,A,0,3,other,teacher,home,father,2,4,0,yes,yes,no,no,no,no,no,yes,2,3,3,1,4,4,47,5,15,8.0
MS,M,17.0,R,GT3,T,1,0,at_home,health,course,other,3,3,0,yes,no,yes,no,no,no,yes,yes,1,1,4,4,5,1,27,11,2,4.0
GP,M,16.0,U,GT3,T,4,1,at_home,teacher,other,mother,4,4,3,yes,no,no,yes,no,no,no,yes,3,5,1,4,2,2,76,16,4,20.0
GP,M,21.0,R,LE3,T,4,4,health,teacher,reputation,father,1,4,2,no,yes,yes,yes,no,no,yes,no,2,2,4,2,5,4,47,17,19,17.0
MS,M,18.0,U,LE3,T,1,0,other,at_home,reputation,mother,2,3,1,no,yes,yes,no,yes,no,yes,no,4,3,2,2,2,1,37,3,8,1.0
GP,F,20.0,U,LE3,T,4,4,at_home,services,home,father,4,1,3,yes,yes,no,yes,no,no,yes,no,2,2,4,5,4,5,70,7,12,9.0
MS,M,15.0,U,GT3,A,3,2,other,teacher,other,father,2,4,3,no,no,yes,yes,no,yes,yes,yes,4,4,1,2,5,5,5,12,18,3.0
GP,M,17.0,R,GT3,T,0,2,other,health,other,mother,2,4,2,yes,no,yes,no,no,yes,yes,yes,3,4,4,1,2,1,76,0,10,20.0
GP,F,19.0,R,LE3,A,3,2,teacher,other,other,other,3,4,2,yes,yes,no,yes,no,yes,no,yes,5,4,2,5,4,5,34,10,16,3.0
MS,F,16.0,R,GT3,A,2,0,teacher,teacher,reputation,father,4,1,2,no,yes,no,yes,no,yes,yes,yes,4,5,3,3,5,5,34,7,6,16.0
MS,M,20.0,R,GT3,A,2,0,services,health,home,mother,2,4,2,yes,yes,yes,yes,yes,no,yes,yes,1,2,3,5,3,1,84,2,13,9.0
GP,F,18.0,R,GT3,A,0,4,health,teacher,home,father,2,4,0,yes,no,yes,no,yes,yes,no,no,5,1,1,4,3,1,13,10,6,15.0
MS,F,18.0,R,LE3,T,4,1,other,other,other,father,2,3,0,yes,yes,yes,yes,no,yes,no,no,2,5,2,4,3,2,59,10,18,4.0
GP,M,21.0,R,LE3,A,3,4,other,other,home,mother,1,3,3,no,no,no,yes,yes,yes,yes,no,1,1,3,4,1,4,21,16,7,4.0
MS,M,17.0,U,GT3,A,1,2,services,health,other,other,2,1,0,no,no,no,yes,no,no,yes,no,5,5,1,1,4,4,76,3,11,3.0
MS,M,17.0,U,GT3,T,3,2,teacher,health,home,father,4,3,3,no,no,no,yes,no,yes,yes,yes,2,3,4,5,5,5,8,16,2,4.0
MS,M,21.0,R,GT3,T,2,1,health,services,reputation,mother,4,2,3,no,yes,yes,no,yes,no,no,no,2,1,1,1,1,3,31,15,1,19.0
GP,F,19.0,R,GT3,A,4,4,services,teacher,home,mother,2,1,3,no,no,no,no,yes,yes,no,yes,1,5,4,1,1,2,84,2,15,11.0
GP,F,22.0,U,GT3,T,3,0,services,health,course,other,1,4,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,3,1,1,85,9,19,3.0
MS,F,17.0,R,LE3,T,0,0,health,other,home,mother,4,1,2,yes,yes,yes,no,no,yes,no,yes,1,1,4,2,4,4,82,16,13,2.0
GP,M,17.0,U,LE3,A,0,4,teacher,at_home,other,other,1,3,1,no,no,yes,no,yes,yes,no,no,3,2,2,4,3,5,59,15,10,16.0
MS,F,21.0,U,LE3,A,4,4,services,other,course,father,1,3,2,no,no,yes,yes,yes,no,yes,yes,3,2,5,4,5,5,37,2,9,13.0
MS,F,19.0,R,LE3,A,4,3,teacher,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,no,yes,4,5,1,1,4,3,32,6,12,18.0
MS,M,16.0,R,LE3,T,4,1,services,health,other,mother,3,2,2,no,no,no,no,no,no,no,no,1,5,2,5,5,4,9,20,18,20.0
MS,F,15.0,U,GT3,T,3,3,teacher,services,reputation,mother,2,3,1,no,no,yes,yes,no,yes,no,no,3,3,2,3,5,5,24,6,19,13.0
MS,M,17.0,R,LE3,T,0,3,health,health,other,father,3,2,1,yes,yes,yes,no,no,no,yes,yes,1,3,2,4,4,4,9,10,0,4.0
MS,F,16.0,U,GT3,A,3,2,services,health,course,other,2,1,1,no,yes,yes,no,no,no,yes,no,5,2,3,3,4,1,65,13,12,10.0
MS,M,18.0,R,GT3,A,4,1,health,teacher,course,father,1,2,0,yes,yes,no,no,no,no,yes,no,5,1,4,5,1,4,76,3,1,0.0
MS,F,19.0,R,GT3,T,3,2,health,at_home,other,other,2,3,2,yes,no,yes,yes,yes,yes,yes,yes,5,3,5,5,2,3,58,17,6,12.0
GP,M,20.0,U,LE3,T,1,0,at_home,services,home,other,3,2,3,no,no,no,no,no,no,yes,no,1,4,5,3,4,1,8,7,19,9.0
GP,M,17.0,R,GT3,A,2,3,other,teacher,other,father,2,2,3,no,yes,no,yes,no,yes,no,no,2,3,5,2,5,1,35,18,11,19.0
GP,F,19.0,R,GT3,A,0,2,at_home,services,reputation,father,4,1,1,yes,no,no,no,no,yes,yes,no,5,5,5,1,4,1,11,0,6,2.0
GP,F,19.0,R,GT3,T,1,1,health,teacher,reputation,other,1,3,3,yes,no,no,yes,no,no,yes,yes,2,4,1,4,1,2,55,1,9,6.0
GP,F,19.0,R,LE3,A,4,1,health,teacher,other,other,1,2,3,yes,no,no,yes,yes,yes,no,no,2,2,4,1,1,5,86,4,1,7.0
GP,M,22.0,R,GT3,T,1,3,services,health,reputation,other,4,3,1,no,no,yes,no,no,yes,yes,yes,2,5,2,2,1,3,84,17,4,6.0
MS,M,19.0,R,LE3,T,2,1,teacher,health,home,mother,4,3,2,no,yes,no,yes,yes,no,yes,no,5,4,2,2,5,1,29,15,20,6.0
MS,M,21.0,R,GT3,T,4,1,other,health,reputation,mother,4,3,0,no,yes,no,yes,no,yes,no,no,5,5,3,2,5,3,87,0,9,5.0
GP,M,16.0,R,LE3,T,0,0,health,health,home,other,2,3,0,no,no,no,no,no,yes,yes,yes,2,1,1,3,5,2,58,15,6,1.0
MS,F,19.0,U,GT3,A,0,1,services,health,course,other,3,3,3,yes,no,no,yes,no,no,no,yes,3,2,2,4,1,3,14,15,1,5.0
GP,M,15.0,U,GT3,A,4,0,services,other,reputation,father,3,4,1,no,no,yes,yes,yes,no,no,no,1,5,1,5,2,3,51,20,16,12.0
MS,M,20.0,U,GT3,A,3,0,services,other,course,father,1,3,1,no,yes,no,no,no,yes,yes,no,1,2,5,1,4,5,65,19,13,2.0
GP,F,17.0,R,GT3,T,1,1,other,other,reputation,father,2,1,2,yes,yes,yes,yes,yes,yes,yes,no,3,3,2,2,4,5,31,19,14,1.0
MS,M,16.0,R,GT3,A,3,3,at_home,health,other,mother,3,3,1,yes,yes,no,no,yes,yes,no,yes,5,3,5,2,3,5,33,13,19,17.0
MS,M,20.0,R,GT3,T,2,1,teacher,other,other,mother,3,1,1,no,yes,no,no,no,yes,no,no,1,4,1,2,2,1,27,18,0,0.0
GP,M,17.0,U,GT3,A,1,0,teacher,services,reputation,father,2,2,2,yes,no,yes,yes,yes,no,no,yes,4,3,2,2,2,2,39,12,5,11.0
GP,F,16.0,R,LE3,A,1,3,services,at_home,other,father,2,3,1,no,yes,yes,no,yes,no,yes,yes,5,2,3,1,5,5,10,7,7,20.0
GP,M,18.0,U,GT3,A,4,1,services,at_home,home,other,4,1,0,yes,no,yes,no,no,no,no,no,5,4,5,5,2,2,6,4,0,2.0
GP,M,15.0,U,GT3,T,0,2,at_home,teacher,home,mother,4,4,3,no,no,no,yes,no,no,yes,yes,2,3,2,1,4,2,26,14,14,7.0
MS,F,16.0,R,LE3,A,4,4,health,teacher,course,father,2,3,1,no,no,no,yes,yes,no,yes,yes,3,2,1,5,2,1,10,8,3,5.0
MS,F,18.0,R,GT3,A,2,1,health,at_home,reputation,father,4,3,0,no,yes,yes,yes,no,no,no,no,2,5,3,2,3,1,6,19,7,13.0
GP,F,19.0,R,GT3,T,3,3,health,health,other,other,3,4,2,yes,yes,yes,no,no,yes,no,yes,1,4,2,4,3,2,52,13,14,2.0
MS,M,20.0,U,LE3,A,1,0,health,health,reputation,other,1,2,1,no,no,no,no,no,no,no,yes,5,4,2,2,5,3,6,14,15,3.0
GP,M,20.0,U,LE3,T,0,3,at_home,teacher,reputation,father,1,2,2,yes,no,no,yes,yes,no,no,no,5,1,4,3,5,4,11,11,5,12.0
MS,M,17.0,R,LE3,A,2,1,services,other,other,other,1,3,1,no,no,no,no,yes,no,yes,no,3,5,2,2,4,2,91,9,6,4.0
MS,M,21.0,U,LE3,A,0,2,at_home,other,course,mother,4,3,2,no,no,no,yes,no,no,yes,no,4,2,5,2,5,4,69,0,16,18.0
GP,M,18.0,R,LE3,T,3,4,at_home,at_home,home,mother,2,2,0,yes,yes,yes,no,yes,no,yes,no,2,2,1,5,2,1,55,17,7,12.0
MS,F,15.0,R,GT3,T,4,4,services,at_home,course,mother,1,2,0,yes,yes,no,no,no,yes,yes,yes,4,3,2,1,2,1,63,12,5,10.0
MS,M,20.0,U,GT3,T,2,3,other,at_home,home,father,3,1,3,yes,no,yes,no,no,yes,no,no,1,5,4,1,4,4,20,7,4,15.0
GP,F,18.0,U,GT3,A,0,1,health,services,reputation,mother,3,3,3,yes,no,yes,no,yes,yes,yes,no,2,1,5,1,4,5,7,18,7,10.0
GP,F,17.0,R,GT3,A,1,4,services,other,reputation,mother,1,1,0,no,yes,yes,yes,no,no,yes,yes,4,1,1,4,4,4,65,8,18,19.0
MS,M,21.0,U,LE3,A,3,2,teacher,other,course,mother,4,2,1,yes,no,yes,no,yes,yes,yes,yes,1,2,2,4,1,1,44,2,0,0.0
GP,M,17.0,U,LE3,A,4,2,health,health,other,father,4,2,1,yes,no,no,no,yes,no,yes,yes,1,2,1,3,3,4,68,13,0,1.0
GP,M,18.0,U,LE3,A,4,3,services,teacher,other,father,2,2,1,no,yes,no,yes,yes,yes,yes,yes,1,2,4,3,4,3,83,15,14,9.0
MS,F,20.0,R,GT3,A,1,2,health,health,reputation,father,1,4,3,no,no,no,yes,yes,no,no,yes,3,1,3,5,3,1,87,13,0,16.0
